repository,repo_url,file_path,line_number,code_snippet,explanation
bashendixie/ml_toolset,https://github.com/bashendixie/ml_toolset,案例30 在animals和CIFAR-10上使用浅层网络/shallownet.py,23,"    21: 		model.add(Activation(""relu""))
    22: 		# softmax classifier
>>> 23: 		model.add(Flatten())
    24: 		model.add(Dense(classes))
    25: 		model.add(Activation(""softmax""))","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
tatsy/keras-generative,https://github.com/tatsy/keras-generative,models/cvaegan.py,320,"    318:         x = BasicConvLayer(filters=512, strides=(2, 2))(x)
    319: 
>>> 320:         x = Flatten()(x)
    321:         x = Dense(1024)(x)
    322:         x = Activation('relu')(x)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
tatsy/keras-generative,https://github.com/tatsy/keras-generative,models/cvaegan.py,359,"    357:         x = BasicConvLayer(filters=512, strides=(2, 2))(x)
    358: 
>>> 359:         f = Flatten()(x)
    360:         x = Dense(1024)(f)
    361:         x = Activation('relu')(x)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
tatsy/keras-generative,https://github.com/tatsy/keras-generative,models/cvaegan.py,376,"    374:         x = BasicConvLayer(filters=512, strides=(2, 2))(x)
    375: 
>>> 376:         f = Flatten()(x)
    377:         x = Dense(1024)(f)
    378:         x = Activation('relu')(x)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
Derfei/Dependency-Aware-Computation-Offloading-for-Mobile-Edge-Computing-with-Edge-Cloud-Cooperation,https://github.com/Derfei/Dependency-Aware-Computation-Offloading-for-Mobile-Edge-Computing-with-Edge-Cloud-Cooperation,Edge01/Executer/excutefacenet_greedrtl1.py,448,"    446: 
    447:         av_pool = AveragePooling2D(pool_size=(3, 3), strides=(1, 1))(inception_5b)
>>> 448:         reshape_layer = Flatten()(av_pool)
    449:         dense_layer = Dense(128, name='dense_layer')(reshape_layer)
    450:         norm_layer = Lambda(lambda x: K.l2_normalize(x, axis=1), name='norm_layer')(dense_layer)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
srivastavask/cvlab-ai,https://github.com/srivastavask/cvlab-ai,lab2/B28_E22CSEU0813_SAMEERMISHRA/cv_lab5.py,95,"    93:         layers.MaxPooling2D((2, 2)),
    94:         layers.Conv2D(128, (3, 3), activation='relu'),
>>> 95:         layers.Flatten(),
    96:         layers.Dense(128, activation='relu'),
    97:         layers.Dense(num_classes, activation='softmax')","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
MarkMinerov/Artificial-Intelligence,https://github.com/MarkMinerov/Artificial-Intelligence,Convolutional Neural Network/categorical_food/main.py,36,"    34:     Conv2D(10, 3, activation=""relu""),
    35:     MaxPool2D(),
>>> 36:     Flatten(),
    37:     Dense(10, activation=""softmax""),
    38: ])","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
halalboro/fpga-accelerators,https://github.com/halalboro/fpga-accelerators,Vitis-AI/examples/vai_quantizer/tensorflow2x/candidate_layer_quantize.py,51,"    49:   x = tf.keras.layers.MaxPooling2D((2, 2), (2, 2))(x)
    50: 
>>> 51:   x = tf.keras.layers.Flatten()(x)
    52:   x = tf.keras.layers.Dense(10, activation=""sigmoid"")(x)
    53: ","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
chengyi-wu/kaggle,https://github.com/chengyi-wu/kaggle,keras_utils/vgg16_avg.py,52,"    50:         
    51:         if include_top:
>>> 52:             x = Flatten()(x)
    53:             x = Dense(4096, activation='relu', trainable=False)(x)
    54:             x = Dense(4096, activation='relu', trainable=False)(x)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
sugiyama34/AIciaSolidProject,https://github.com/sugiyama34/AIciaSolidProject,055.DNN/002.cnn.py,56,"    54: z = Conv2D(64, 3, name='Conv_1')(z)  # 13x13x32 -> 11x11x64
    55: z = MaxPooling2D((3, 3), strides=(2, 2), name='Pool_1')(z)  # 11x11x64 -> 5x5x64
>>> 56: z = Flatten()(z)  # 5x5x64 -> 1600
    57: z = Dense(units=128, activation='relu')(z)  # dense + ReLU
    58: p = Dense(units=10, activation='softmax')(z)  # dense + softmax","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
sugiyama34/AIciaSolidProject,https://github.com/sugiyama34/AIciaSolidProject,055.DNN/002.cnn.py,100,"    98:         self.layers['conv_1'] = Conv2D(hid_dim_1, 3, name='Conv_1')  # 13x13xhid_dim_0 -> 11x11xhid_dim_1
    99:         self.layers['pool_1'] = MaxPooling2D((3, 3), strides=(2, 2), name='Pool_1')  # 11x11xhid_dim_1 -> 5x5xhid_dim_1
>>> 100:         self.layers['flatten'] = Flatten()
    101:         self.layers['dense_0'] = Dense(units=128, activation='relu')  # dense + ReLU
    102:         self.last = Dense(units=10, activation='softmax', name='last')","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
KKKc3231/ML-DL_IDS,https://github.com/KKKc3231/ML-DL_IDS,cnn/cnn_predict.py,41,"    39:     Convolution1D(64,128,padding='same',activation='relu'),
    40:     MaxPooling1D(),
>>> 41:     Flatten(),
    42:     Dense(128,activation='relu'),
    43:     Dropout(rate=0.5),","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
Abdulk084/CardioTox,https://github.com/Abdulk084/CardioTox,cardiotox/fv_model.py,64,"    62:         x = keras.layers.Conv1D(192, 5, activation='relu')(x)
    63:         x = keras.layers.Conv1D(192, 3, activation='relu')(x)
>>> 64:         x = Flatten()(x)
    65:         x = Dense(100, kernel_regularizer=l2(0.01), bias_regularizer=l2(0.01), activation='relu')(x)
    66:         x = Dropout(0.5)(x)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
tanmayb123/DeepSPADE,https://github.com/tanmayb123/DeepSPADE,trainensemble.py,44,"    42: 
    43: layers2 = Conv1D(128, 4, padding='valid', activation='relu', strides=1)(layers1)
>>> 44: layers2 = Flatten()(layers2)
    45: layers2 = Dense(40)(layers2)
    46: layers2 = Activation('sigmoid')(layers2)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
dgtlmoon/changedetection.io-ai,https://github.com/dgtlmoon/changedetection.io-ai,app/model.py,14,"    12:     model.add(ReLU())
    13: 
>>> 14:     model.add(Flatten())
    15:     model.add(Dense(128, activation='relu'))
    16:     model.add(Dense(64, activation='relu'))","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
james77777778/keras-image-models,https://github.com/james77777778/keras-image-models,kimm/_src/models/hgnet.py,519,"    517:             x = LearnableAffine(name=""head_last_conv_2"")(x)
    518:         x = layers.Dropout(rate=dropout_rate, name=""head_dropout"")(x)
>>> 519:         x = layers.Flatten()(x)
    520:         x = layers.Dense(
    521:             classes, activation=classifier_activation, name=""classifier""","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
catchy666/Coursera-Deep-Learning-Andrew-Ng,https://github.com/catchy666/Coursera-Deep-Learning-Andrew-Ng,assignments/c4-w4/01-face-recognition/inception_blocks_v2.py,277,"    275:     # Top layer
    276:     X = AveragePooling2D(pool_size=(3, 3), strides=(1, 1), data_format='channels_first')(X)
>>> 277:     X = Flatten()(X)
    278:     X = Dense(128, name='dense_layer')(X)
    279: ","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
hwk0702/keras2torch,https://github.com/hwk0702/keras2torch,Natural_Language_Processing/Keras_Version/text_extraction_with_bert.py,234,"    232: 
    233:     start_logits = layers.Dense(1, name=""start_logit"", use_bias=False)(embedding)
>>> 234:     start_logits = layers.Flatten()(start_logits)
    235: 
    236:     end_logits = layers.Dense(1, name=""end_logit"", use_bias=False)(embedding)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
jinzishuai/learn2deeplearn,https://github.com/jinzishuai/learn2deeplearn,deeplearning.ai/C4.CNN/week2_DeepModelCaseStudy/hw/ResNets/Performance.py,252,"    250: 
    251:     # output layer
>>> 252:     X = Flatten()(X)
    253:     X = Dense(classes, activation='softmax', name='fc' + str(classes), kernel_initializer = glorot_uniform(seed=0))(X)
    254:     ","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
xingjian-f/DeepLearning-OCR,https://github.com/xingjian-f/DeepLearning-OCR,architecture/shallow_weight.py,42,"    40: 	drop4 = SpatialDropout2D(0.5)(gn4)
    41: 	# flaten
>>> 42: 	flat = Flatten()(gn4)
    43: 	# 1 dense
    44: 	dense1 = Dense(8, activation='relu', W_regularizer=l2(0.1))(flat)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
thedatumorg/TSB-UAD,https://github.com/thedatumorg/TSB-UAD,TSB_UAD/models/cnn.py,87,"    85:                          activation='relu'))
    86:         model.add(MaxPooling1D(pool_size=2))
>>> 87:         model.add(Flatten())
    88:         model.add(Dense(units=64, activation='relu'))  
    89:         model.add(Dropout(rate=0.2))","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
GINK03/keras-resnet-food-reverse-engineering,https://github.com/GINK03/keras-resnet-food-reverse-engineering,deep_food.py,69,"    67:   resnet_model = ResNet50(include_top=False, weights='imagenet', input_tensor=input_tensor)
    68: 
>>> 69:   dense  = Flatten()( \
    70:              Dense(2048, activation='relu')( \
    71:                BN()( \","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
homxxx/MicroExpressionRecognition,https://github.com/homxxx/MicroExpressionRecognition,nets/resnet50.py,106,"    104:     # 进行预测
    105:     # 2048
>>> 106:     x = Flatten()(x)
    107: 
    108:     # num_classes","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
langlrsw/AAL-unbiased-authentication,https://github.com/langlrsw/AAL-unbiased-authentication,nets/resnet2.py,232,"    230:         pool2 = AveragePooling2D(pool_size=(block_shape[ROW_AXIS], block_shape[COL_AXIS]),
    231:                                  strides=(1, 1))(block)
>>> 232:         flatten1 = Flatten()(pool2)
    233:         dense = Dense(units=num_outputs, kernel_initializer=""he_normal"",
    234:                       activation=""softmax"")(flatten1)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
mdai/kaggle-lung-cancer,https://github.com/mdai/kaggle-lung-cancer,train/cancer_pred_anno/resnet2d09e.py,83,"    81: 
    82:     x = AveragePooling2D(pool_size=(8, 8))(x)
>>> 83:     x = Flatten()(x)
    84:     x = Dense(1, activation='sigmoid', name='predictions')(x)
    85: ","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
monkeyDemon/TianChi_JinNan2,https://github.com/monkeyDemon/TianChi_JinNan2,code/classify_keras/src/resNet50.py,143,"    141:     x = Conv_Block(x, nb_filter=[512,512,2048], kernel_size=(3,3))
    142:     x = AveragePooling2D(pool_size=(7,7))(x)
>>> 143:     x = Flatten()(x)
    144:     x = Dense(category_num, activation='softmax',
    145:             kernel_initializer=initializers.RandomNormal(mean=0.0, stddev=0.05, seed=None),","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
eric-moreno/Anomaly-Detection-Autoencoder,https://github.com/eric-moreno/Anomaly-Detection-Autoencoder,oneAPI/model_supervised.py,19,"    17:     L7 = Conv1D(128, 8, activation=""relu"", dilation_rate=2)(L6)
    18:     L8 = MaxPooling1D(4, strides=4)(L7)
>>> 19:     x = Flatten()(L8)
    20:     x = Dense(128, activation='relu')(x)
    21:     x = Dense(64, activation='relu')(x)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
eric-moreno/Anomaly-Detection-Autoencoder,https://github.com/eric-moreno/Anomaly-Detection-Autoencoder,oneAPI/model_supervised.py,48,"    46:     L4 = L4_layer(L3)
    47: 
>>> 48:     x = Flatten()(L4)
    49: 
    50:     L5_layer = Dense(128, activation=tf.nn.relu, use_bias=False)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
abhay6694/Face-Similarity,https://github.com/abhay6694/Face-Similarity,models.py,260,"    258: 
    259:     if include_top:
>>> 260:         x = Flatten()(x)
    261:         x = Dense(classes, activation='softmax', name='classifier')(x)
    262:     else:","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
abhay6694/Face-Similarity,https://github.com/abhay6694/Face-Similarity,models.py,467,"    465: 
    466:     if include_top:
>>> 467:         x = Flatten()(x)
    468:         x = Dense(classes, activation='softmax', name='classifier')(x)
    469:     else:","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
wzy6642/Deep_Learning_Keras,https://github.com/wzy6642/Deep_Learning_Keras,CNN_mnist/code/mnist_classifier_CNN.py,44,"    42:     model.add(Dropout(0.2))
    43:     # 将(n,c,h,w)的特征图转化为(n,c*h*w)(必要操作)---->25
>>> 44:     model.add(Flatten())
    45:     model.add(Dense(units=128, activation='relu'))
    46:     model.add(Dense(units=10, activation='softmax'))","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
SeuTao/kaggle-competition-solutions,https://github.com/SeuTao/kaggle-competition-solutions,DCASE19_Freesound_Audio_Tagging2019_1st_solution/code/models.py,327,"    325:     # x = Lambda(lambda x: 1.5*x)(x)
    326:     x = LocallyConnected1D(1,1,kernel_initializer=kinit,kernel_constraint=normNorm(1),use_bias=False)(x)
>>> 327:     x = Flatten()(x)
    328:     x = Dense(80, use_bias=False, kernel_initializer=Identity(1))(x)
    329:     x = Lambda(lambda x: (x - 1.6))(x)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
shahnitav/Real-Time-Emotion-Recognition-Based-Music-Player,https://github.com/shahnitav/Real-Time-Emotion-Recognition-Based-Music-Player,Tensorflow/emotions.py,39,"    37: model.add(Dropout(0.25))
    38: 
>>> 39: model.add(Flatten())
    40: model.add(Dense(1024, activation='relu'))
    41: model.add(Dropout(0.5))","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
kshitizrimal/Cash-Recog-Project,https://github.com/kshitizrimal/Cash-Recog-Project,v1.py,92,"    90: model_fine.add(pre_model)
    91: 
>>> 92: model_fine.add(tf.keras.layers.Flatten())
    93: 
    94: model_fine.add(tf.keras.layers.Dense(64, activation='relu'))","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
liyang619/COLE-Platform,https://github.com/liyang619/COLE-Platform,overcookedgym/human_aware_rl/stable-baselines/stable_baselines/ddpg/policies.py,164,"    162:                 qf_h = self.activ(qf_h)
    163:                 if i == 0:
>>> 164:                     qf_h = tf.concat([qf_h, action], axis=-1)
    165: 
    166:             # the name attribute is used in pop-art normalization",tf.concat() accumulates into 'qf_h' inside a loop. Tensor grows every iteration — previous allocations not freed. Use tf.TensorArray or list + single concat after loop.
vijayg15/Keras-MultiClass-Image-Classification,https://github.com/vijayg15/Keras-MultiClass-Image-Classification,scripts/wp_training_resnet101.py,74,"    72: print('Adding new layers...')
    73: output = resnet101_base.get_layer(index = -1).output  
>>> 74: output = Flatten()(output)
    75: # let's add a fully-connected layer
    76: output = Dense(512,activation = ""relu"")(output)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
Ascend/ModelZoo-TensorFlow,https://github.com/Ascend/ModelZoo-TensorFlow,TensorFlow/built-in/reinforcement_learning/PPO_for_TensorFlow/rl/xt/model/dqn/dqn_cnn.py,48,"    46:         convlayer = Conv2D(64, (4, 4), strides=(2, 2), activation='relu', padding='valid')(convlayer)
    47:         convlayer = Conv2D(64, (3, 3), strides=(1, 1), activation='relu', padding='valid')(convlayer)
>>> 48:         flattenlayer = Flatten()(convlayer)
    49:         denselayer = Dense(256, activation='relu')(flattenlayer)
    50:         value = Dense(self.action_dim, activation='linear')(denselayer)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
statmlben/dnn-inference,https://github.com/statmlben/dnn-inference,code-in-paper/app1/TS_app.py,53,"    51: 	model.add(MaxPooling2D(pool_size=(2, 2)))
    52: 	model.add(Dropout(0.25))
>>> 53: 	model.add(Flatten())
    54: 	model.add(Dense(128, activation='relu'))
    55: 	model.add(Dropout(0.5))","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
sdg002/MNISTpng,https://github.com/sdg002/MNISTpng,PythonTrainer/TrainMnistFromFolder.py,84,"    82:     strides = (2, 2)))
    83: # Flatten the network
>>> 84: model.add(Flatten())
    85: # Add a fully-connected hidden layer
    86: model.add(Dense(500))","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
Denbergvanthijs/imbDRL,https://github.com/Denbergvanthijs/imbDRL,imbDRL/examples/ddqn/train_mnist.py,21,"    19:           Conv2D(32, (5, 5), padding=""Same"", activation=""relu""),
    20:           MaxPooling2D(pool_size=(2, 2)),
>>> 21:           Flatten(),
    22:           Dense(256, activation=""relu""),
    23:           Dense(2, activation=None)]","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
xAlpharax/NeuralODE-Notes-Projects,https://github.com/xAlpharax/NeuralODE-Notes-Projects,train-res/train-res-celeb.py,47,"    45:   y = Dropout(0.2)(y)
    46:   
>>> 47:   y = Flatten()(y)
    48:   y = Dense(512, activation='relu')(y)
    49:   y = Dense(256, activation='sigmoid')(y)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
hfawaz/ijcnn19attacks,https://github.com/hfawaz/ijcnn19attacks,src/cleverhans_tutorials/tutorial_models_tfe.py,47,"    45:                                              padding='valid',
    46:                                              activation=tf.nn.relu)
>>> 47:     self.layers['flatten'] = tf.layers.Flatten()
    48:     self.layers['logits'] = tf.layers.Dense(self.nb_classes,
    49:                                             activation=None)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
gudbrandtandberg/ChessVision,https://github.com/gudbrandtandberg/ChessVision,chessvision/model/u_net.py,204,"    202:     center = Activation('relu')(center)
    203: 
>>> 204:     classify = Flatten()(center)
    205:     #classify = Dense(32)(center)
    206:     classify = Dense(8, activation=""sigmoid"", use_bias=False)(classify)","Flatten() directly before Dense layer. Creates a massive intermediate tensor and weight matrix. GlobalAveragePooling2D/GlobalMaxPooling2D would reduce dimensionality first, using far less memory."
