repository,repo_url,file_path,line_number,code_snippet,explanation
shlizee/OpticalNN,https://github.com/shlizee/OpticalNN,onn/onn.py,16,"    13: yy = np.load('yy.npy')
    14: Lambda = np.load('Lambda.npy')
    15: k_z_values = np.load('k_z_values.npy')
>>> 16: x_tensor = tf.constant(xx, tf.float32)
    17: y_tensor = tf.constant(yy, tf.float32)
    18: Lambda_tensor = tf.constant(Lambda, tf.float32)
    19: k_z = tf.constant(k_z_values, tf.complex64)",tf.constant(xx) where 'xx' holds file-loaded data. Entire dataset embedded permanently in graph. Use tf.data.Dataset or tf.placeholder + feed_dict.
shlizee/OpticalNN,https://github.com/shlizee/OpticalNN,onn/onn.py,17,"    14: Lambda = np.load('Lambda.npy')
    15: k_z_values = np.load('k_z_values.npy')
    16: x_tensor = tf.constant(xx, tf.float32)
>>> 17: y_tensor = tf.constant(yy, tf.float32)
    18: Lambda_tensor = tf.constant(Lambda, tf.float32)
    19: k_z = tf.constant(k_z_values, tf.complex64)
    20: f = tf.constant(0.3E-2)",tf.constant(yy) where 'yy' holds file-loaded data. Entire dataset embedded permanently in graph. Use tf.data.Dataset or tf.placeholder + feed_dict.
shlizee/OpticalNN,https://github.com/shlizee/OpticalNN,onn/onn.py,18,"    15: k_z_values = np.load('k_z_values.npy')
    16: x_tensor = tf.constant(xx, tf.float32)
    17: y_tensor = tf.constant(yy, tf.float32)
>>> 18: Lambda_tensor = tf.constant(Lambda, tf.float32)
    19: k_z = tf.constant(k_z_values, tf.complex64)
    20: f = tf.constant(0.3E-2)
    21: ",tf.constant(Lambda) where 'Lambda' holds file-loaded data. Entire dataset embedded permanently in graph. Use tf.data.Dataset or tf.placeholder + feed_dict.
shlizee/OpticalNN,https://github.com/shlizee/OpticalNN,onn/onn.py,19,"    16: x_tensor = tf.constant(xx, tf.float32)
    17: y_tensor = tf.constant(yy, tf.float32)
    18: Lambda_tensor = tf.constant(Lambda, tf.float32)
>>> 19: k_z = tf.constant(k_z_values, tf.complex64)
    20: f = tf.constant(0.3E-2)
    21: 
    22: ",tf.constant(k_z_values) where 'k_z_values' holds file-loaded data. Entire dataset embedded permanently in graph. Use tf.data.Dataset or tf.placeholder + feed_dict.
braun-steven/dfi-tensorflow,https://github.com/braun-steven/dfi-tensorflow,src/DFI.py,168,"    165:         """"""
    166: 
    167:         # Init constant tensor
>>> 168:         phi_z_const_tensor = tf.constant(phi_z, dtype=tf.float32,
    169:                                          name='phi_x_alpha_w')
    170: 
    171:         # Rescale image",tf.constant(phi_z) where 'phi_z' holds file-loaded data. Entire dataset embedded permanently in graph. Use tf.data.Dataset or tf.placeholder + feed_dict.
kkothari93/fionet,https://github.com/kkothari93/fionet,refl.py,47,"    44:     # load the direct wave on the background
    45:     # this wave corresponds to the wave reaching the sensor directly
    46:     # without any reflections.
>>> 47:     mean_inp = tf.convert_to_tensor(np.load('../data/mean_full_rtm_extend.npy'), tf.float32)
    48: 
    49:     step = tf.train.get_or_create_global_step()
    50: ",tf.convert_to_tensor() wraps np.load(). Loaded data becomes permanent graph constant. Use tf.data.Dataset or tf.placeholder instead.
zhongzhh8/Video-classification-with-knowledge-distillation,https://github.com/zhongzhh8/Video-classification-with-knowledge-distillation,eval.py,154,"    151:     offset = np.array([4. / 512] * 1024 + [0] * 128)
    152:     offset = tf.constant(offset, dtype=tf.float32)
    153: 
>>> 154:     eigen_val = tf.constant(np.sqrt(np.load(""yt8m_pca/eigenvals.npy"")[:1024, 0]), dtype=tf.float32)
    155:     model_input = tf.multiply(model_input_raw - offset, tf.pad(eigen_val + 1e-4, [[0, 128]], constant_values=1.))
    156: 
    157:     model_input = model_input[:, 0:300:frame_step, :]",tf.constant() wraps np.load(). Entire file contents embedded into graph as a constant permanently. Use tf.data.Dataset or tf.placeholder instead.
psweens/VAN-GAN,https://github.com/psweens/VAN-GAN,dataset.py,156,"    153: 
    154:             # Load batch of full size images
    155:             for idx, filename in enumerate(file):
>>> 156:                 yield tf.convert_to_tensor(np.load(filename), dtype=tf.float32)
    157: 
    158:             iter_i += 1
    159: ",tf.convert_to_tensor() wraps np.load(). Loaded data becomes permanent graph constant. Use tf.data.Dataset or tf.placeholder instead.
psweens/VAN-GAN,https://github.com/psweens/VAN-GAN,dataset.py,184,"    181:             for idx, filename in enumerate(file):
    182:                 if self.semi_supervised:
    183:                     ss_filename = os.path.join(self.semi_supervised_dir, os.path.basename(filename))
>>> 184:                     yield tf.convert_to_tensor(np.concatenate((np.load(filename),
    185:                                                                np.load(ss_filename)),
    186:                                                               axis=0),
    187:                                                dtype=tf.float32)",tf.convert_to_tensor() wraps np.load(). Loaded data becomes permanent graph constant. Use tf.data.Dataset or tf.placeholder instead.
psweens/VAN-GAN,https://github.com/psweens/VAN-GAN,dataset.py,189,"    186:                                                               axis=0),
    187:                                                dtype=tf.float32)
    188:                 else:
>>> 189:                     yield tf.convert_to_tensor(np.load(filename), dtype=tf.float32)
    190: 
    191:             iter_s += 1
    192: ",tf.convert_to_tensor() wraps np.load(). Loaded data becomes permanent graph constant. Use tf.data.Dataset or tf.placeholder instead.
psweens/VAN-GAN,https://github.com/psweens/VAN-GAN,dataset.py,196,"    193:     def imaging_val_datagen(self):
    194:         while True:
    195:             i = random.randint(0, len(self.imaging_paths['validation']) - 1)
>>> 196:             yield tf.convert_to_tensor(np.load(self.imaging_paths['validation'][i]), dtype=tf.float32), i
    197: 
    198:     def segmentation_val_datagen(self):
    199:         while True:",tf.convert_to_tensor() wraps np.load(). Loaded data becomes permanent graph constant. Use tf.data.Dataset or tf.placeholder instead.
psweens/VAN-GAN,https://github.com/psweens/VAN-GAN,dataset.py,201,"    198:     def segmentation_val_datagen(self):
    199:         while True:
    200:             i = random.randint(0, len(self.segmentation_paths['validation']) - 1)
>>> 201:             yield tf.convert_to_tensor(np.load(self.segmentation_paths['validation'][i]), dtype=tf.float32), i
    202: 
    203:     ''' Functions for data preprocessing '''
    204: ",tf.convert_to_tensor() wraps np.load(). Loaded data becomes permanent graph constant. Use tf.data.Dataset or tf.placeholder instead.
kkothari93/fionet,https://github.com/kkothari93/fionet,wprn.py,272,"    269: 
    270:     data_d1 = transform(np.load(
    271:         '../HJ_flow/d1_cons_yxi2xeta.npy').astype(np.float32))
>>> 272:     data_d1_t = tf.convert_to_tensor(data_d1, dtype=tf.float32)
    273: 
    274:     data_d2 = transform(np.load(
    275:         '../HJ_flow/d2_gl_yxi2xeta.npy').astype(np.float32))",tf.convert_to_tensor(data_d1) where 'data_d1' holds file-loaded data. Data becomes permanent graph constant. Use tf.data.Dataset or tf.placeholder.
kkothari93/fionet,https://github.com/kkothari93/fionet,wprn.py,276,"    273: 
    274:     data_d2 = transform(np.load(
    275:         '../HJ_flow/d2_gl_yxi2xeta.npy').astype(np.float32))
>>> 276:     data_d2_t = tf.convert_to_tensor(data_d2, dtype=tf.float32)
    277: 
    278:     bs = 1024
    279:     dataset = tf.data.Dataset.from_tensor_slices((data_d1_t, data_d2_t))",tf.convert_to_tensor(data_d2) where 'data_d2' holds file-loaded data. Data becomes permanent graph constant. Use tf.data.Dataset or tf.placeholder.
kkothari93/fionet,https://github.com/kkothari93/fionet,wprn.py,438,"    435:     
    436:     diffnet = WPRN((128, 128), box_npy, nhidden=32, nlayers=3)
    437:     data_d1 = np.load('../HJ_flow/d1_full_rtm_ext_gradient_2.npy').astype(np.float32)
>>> 438:     data_d1_t = tf.convert_to_tensor(data_d1, dtype=tf.float32)
    439:     
    440:     bs = 512
    441:     dataset = tf.data.Dataset.from_tensor_slices(data_d1_t)",tf.convert_to_tensor(data_d1) where 'data_d1' holds file-loaded data. Data becomes permanent graph constant. Use tf.data.Dataset or tf.placeholder.
kkothari93/fionet,https://github.com/kkothari93/fionet,wprn.py,561,"    558: 
    559:     data_d1 = np.load(
    560:         '../HJ_flow/inp_seis_0p4.npy').astype(np.float32)
>>> 561:     data_d1_t = tf.convert_to_tensor(data_d1, dtype=tf.float32)
    562: 
    563:     data_d2 = np.load(
    564:         '../HJ_flow/out_seis_0p4.npy').astype(np.float32)",tf.convert_to_tensor(data_d1) where 'data_d1' holds file-loaded data. Data becomes permanent graph constant. Use tf.data.Dataset or tf.placeholder.
kkothari93/fionet,https://github.com/kkothari93/fionet,wprn.py,565,"    562: 
    563:     data_d2 = np.load(
    564:         '../HJ_flow/out_seis_0p4.npy').astype(np.float32)
>>> 565:     data_d2_t = tf.convert_to_tensor(data_d2, dtype=tf.float32)
    566: 
    567:     bs = 1024
    568:     dataset = tf.data.Dataset.from_tensor_slices((data_d1_t, data_d2_t))",tf.convert_to_tensor(data_d2) where 'data_d2' holds file-loaded data. Data becomes permanent graph constant. Use tf.data.Dataset or tf.placeholder.
Ethan-Tseng/Neural_Nano-Optics,https://github.com/Ethan-Tseng/Neural_Nano-Optics,train.py,30,"    27:             assert(psfs_conv_forward.shape[0] == psfs_conv_deconv.shape[0])
    28:     elif args.psf_mode == 'REAL_PSF':
    29:         real_psf = np.load(args.real_psf)
>>> 30:         real_psf = tf.constant(real_psf, dtype=tf.float32)
    31:         real_psf = tf.image.resize_with_crop_or_pad(real_psf, params['psf_width'], params['psf_width'])
    32:         real_psf = real_psf / tf.reduce_sum(real_psf, axis=(1,2), keepdims=True)
    33:         psfs_debug        = real_psf",tf.constant(real_psf) where 'real_psf' holds file-loaded data. Entire dataset embedded permanently in graph. Use tf.data.Dataset or tf.placeholder + feed_dict.
Ethan-Tseng/Neural_Nano-Optics,https://github.com/Ethan-Tseng/Neural_Nano-Optics,train.py,105,"    102:  
    103:         elif args.psf_mode == 'REAL_PSF':
    104:             real_psf = np.load(args.real_psf)
>>> 105:             real_psf = tf.constant(real_psf, dtype=tf.float32)
    106:             real_psf = tf.image.resize_with_crop_or_pad(real_psf, params['psf_width'], params['psf_width'])
    107:             real_psf = real_psf / tf.reduce_sum(real_psf, axis=(1,2), keepdims=True)
    108:             psfs_debug        = real_psf",tf.constant(real_psf) where 'real_psf' holds file-loaded data. Entire dataset embedded permanently in graph. Use tf.data.Dataset or tf.placeholder + feed_dict.
chenshen03/DeepHash-tensorflow,https://github.com/chenshen03/DeepHash-tensorflow,model/dvsq.py,92,"    89:             ICM_X_expand = tf.expand_dims(self.ICM_X_residual, 1)  # N * 1 * D
    90:             ICM_C_m_expand = tf.expand_dims(self.ICM_C_m, 0)  # 1 * M * D
    91:             # N*sc*D  *  D*n
>>> 92:             self.wordvec = tf.constant(np.loadtxt(self.wordvec_dict), dtype=tf.float32)
    93:             ICM_word_dict = tf.reshape(tf.matmul(tf.reshape(
    94:                         ICM_X_expand - ICM_C_m_expand, [self.code_batch_size * self.subcenter_num, self.output_dim]),
    95:                     tf.transpose(self.wordvec)), [self.code_batch_size, self.subcenter_num, self.n_class])",tf.constant() wraps np.loadtxt(). Entire file contents embedded into graph as a constant permanently. Use tf.data.Dataset or tf.placeholder instead.
gffrct/joint-lens-design,https://github.com/gffrct/joint-lens-design,optics_simulator.py,328,"    325:             'ray_angle': ray_angle_weight * loss_multiplier,
    326:         }
    327:         # Manage reference glasses
>>> 328:         ref_glasses = tf.constant(np.loadtxt(glass_catalog_path, delimiter=',', dtype=np.float32))
    329:         self.catalog_g = tf.reshape(lm.g_from_n_v(*tf.unstack(ref_glasses, axis=1)), (-1, 2))
    330: 
    331:         self.initialize()",tf.constant() wraps np.loadtxt(). Entire file contents embedded into graph as a constant permanently. Use tf.data.Dataset or tf.placeholder instead.
YeeU/InverseRenderNet,https://github.com/YeeU/InverseRenderNet,model/loss_layer.py,28,"    25: 
    26: 	# reconstruct SH lightings from predicted statistical SH lighting model
    27: 	lighting_model = '../hdr_illu_pca'
>>> 28: 	lighting_vectors = tf.constant(np.load(os.path.join(lighting_model,'pcaVector.npy')),dtype=tf.float32)
    29: 	lighting_means = tf.constant(np.load(os.path.join(lighting_model,'mean.npy')),dtype=tf.float32)
    30: 	lightings_var = tf.constant(np.load(os.path.join(lighting_model,'pcaVariance.npy')),dtype=tf.float32)
    31: 	",tf.constant() wraps np.load(). Entire file contents embedded into graph as a constant permanently. Use tf.data.Dataset or tf.placeholder instead.
YeeU/InverseRenderNet,https://github.com/YeeU/InverseRenderNet,model/loss_layer.py,29,"    26: 	# reconstruct SH lightings from predicted statistical SH lighting model
    27: 	lighting_model = '../hdr_illu_pca'
    28: 	lighting_vectors = tf.constant(np.load(os.path.join(lighting_model,'pcaVector.npy')),dtype=tf.float32)
>>> 29: 	lighting_means = tf.constant(np.load(os.path.join(lighting_model,'mean.npy')),dtype=tf.float32)
    30: 	lightings_var = tf.constant(np.load(os.path.join(lighting_model,'pcaVariance.npy')),dtype=tf.float32)
    31: 	
    32: 	if preTrain_flag:",tf.constant() wraps np.load(). Entire file contents embedded into graph as a constant permanently. Use tf.data.Dataset or tf.placeholder instead.
YeeU/InverseRenderNet,https://github.com/YeeU/InverseRenderNet,model/loss_layer.py,30,"    27: 	lighting_model = '../hdr_illu_pca'
    28: 	lighting_vectors = tf.constant(np.load(os.path.join(lighting_model,'pcaVector.npy')),dtype=tf.float32)
    29: 	lighting_means = tf.constant(np.load(os.path.join(lighting_model,'mean.npy')),dtype=tf.float32)
>>> 30: 	lightings_var = tf.constant(np.load(os.path.join(lighting_model,'pcaVariance.npy')),dtype=tf.float32)
    31: 	
    32: 	if preTrain_flag:
    33: 		lightings = sup_illuDecomp_layer.illuDecomp(inputs,albedos,nm_gt,gamma)",tf.constant() wraps np.load(). Entire file contents embedded into graph as a constant permanently. Use tf.data.Dataset or tf.placeholder instead.
VL-Group/DPQ,https://github.com/VL-Group/DPQ,Encoder_Alex.py,407,"    404:         if self.n_class > 10:
    405:             if self._multiLabel:
    406:                 print(NUS_WORD_DICT)
>>> 407:                 word_dict = tf.constant(np.loadtxt(NUS_WORD_DICT), dtype=tf.float32)
    408:             else:
    409:                 print(IMG_WORD_DICT)
    410:                 word_dict = tf.constant(np.loadtxt(IMG_WORD_DICT), dtype=tf.float32)",tf.constant() wraps np.loadtxt(). Entire file contents embedded into graph as a constant permanently. Use tf.data.Dataset or tf.placeholder instead.
VL-Group/DPQ,https://github.com/VL-Group/DPQ,Encoder_Alex.py,410,"    407:                 word_dict = tf.constant(np.loadtxt(NUS_WORD_DICT), dtype=tf.float32)
    408:             else:
    409:                 print(IMG_WORD_DICT)
>>> 410:                 word_dict = tf.constant(np.loadtxt(IMG_WORD_DICT), dtype=tf.float32)
    411:         else:
    412:             print(CIFAR_WORD_DICT)
    413:             word_dict = tf.constant(np.loadtxt(CIFAR_WORD_DICT), dtype=tf.float32)",tf.constant() wraps np.loadtxt(). Entire file contents embedded into graph as a constant permanently. Use tf.data.Dataset or tf.placeholder instead.
VL-Group/DPQ,https://github.com/VL-Group/DPQ,Encoder_Alex.py,413,"    410:                 word_dict = tf.constant(np.loadtxt(IMG_WORD_DICT), dtype=tf.float32)
    411:         else:
    412:             print(CIFAR_WORD_DICT)
>>> 413:             word_dict = tf.constant(np.loadtxt(CIFAR_WORD_DICT), dtype=tf.float32)
    414: 
    415: 
    416:         if self.loss_type == 'cos_margin_multi_label':",tf.constant() wraps np.loadtxt(). Entire file contents embedded into graph as a constant permanently. Use tf.data.Dataset or tf.placeholder instead.
spyflying/CMPC-Refseg,https://github.com/spyflying/CMPC-Refseg,CMPC_video/CMPC_video_mm_tgraph_allvec.py,83,"    80:         # GloVe Embedding
    81:         glove_np = np.load('data/{}_emb.npy'.format(self.emb_name))
    82:         print(""Loading embedding npy at data/{}_emb.npy"".format(self.emb_name))
>>> 83:         self.glove = tf.convert_to_tensor(glove_np, tf.float32)  # [vocab_size, 300]
    84: 
    85:         with tf.variable_scope(""text_objseg""):
    86:             self.build_graph()",tf.convert_to_tensor(glove_np) where 'glove_np' holds file-loaded data. Data becomes permanent graph constant. Use tf.data.Dataset or tf.placeholder.
LEON-REIN/channel_estimation,https://github.com/LEON-REIN/channel_estimation,CENet-V2.6.py,68,"    65: data_to_train = data_to_train.window(64).flat_map(flat_batch)
    66: # (10000, 256)
    67: labels_to_train = tf.data.Dataset.from_tensor_slices(
>>> 68:     tf.constant(labels_to_train, dtype=tf.float32)
    69: )
    70: to_train = tf.data.Dataset.zip((data_to_train, labels_to_train)) \
    71:     .batch(BATCH_SIZE) \",tf.constant(labels_to_train) where 'labels_to_train' holds file-loaded data. Entire dataset embedded permanently in graph. Use tf.data.Dataset or tf.placeholder + feed_dict.
LEON-REIN/channel_estimation,https://github.com/LEON-REIN/channel_estimation,CENet-V2.6.py,85,"    82: data_to_test = data_to_test.window(64).flat_map(flat_batch)
    83: # (1000, 256)
    84: labels_to_test = tf.data.Dataset.from_tensor_slices(
>>> 85:     tf.constant(labels_to_test, dtype=tf.float32)
    86: )
    87: to_test = tf.data.Dataset.zip((data_to_test, labels_to_test)) \
    88:     .batch(BATCH_SIZE) \",tf.constant(labels_to_test) where 'labels_to_test' holds file-loaded data. Entire dataset embedded permanently in graph. Use tf.data.Dataset or tf.placeholder + feed_dict.
Muzhou-Ma/LOCC-VQE,https://github.com/Muzhou-Ma/LOCC-VQE,"Perturbed rotated surface code/Nx=6,Ny=2/LOCC-VQE_RSC_QMI_X.py",339,"    336: 
    337: def batched_train_step_tf(batch, h, input_param):    
    338:     param = tf.Variable(
>>> 339:             initial_value=tf.convert_to_tensor(input_param, dtype=getattr(tf, tc.rdtypestr))
    340:         )
    341:     
    342:     energy, qmi = vqe_vmap(param, h)",tf.convert_to_tensor(input_param) where 'input_param' holds file-loaded data. Data becomes permanent graph constant. Use tf.data.Dataset or tf.placeholder.
cryoem/eman2,https://github.com/cryoem/eman2,programs/e2gmm_refine.py,980,"    977: 	#### Align particles using GMM
    978: 	##   have not upgraded this part yet. probably still bugs left
    979: 	if options.ptclsin and options.align:
>>> 980: 		pts=tf.constant(pts)
    981: 		print(""Align particles..."")
    982: 		if options.fromscratch:
    983: 			set_indices_boxsz(32)",tf.constant(pts) where 'pts' holds file-loaded data. Entire dataset embedded permanently in graph. Use tf.data.Dataset or tf.placeholder + feed_dict.
val-iisc/GD-UAP,https://github.com/val-iisc/GD-UAP,classification/evaluate.py,59,"    56:         print(pert_load.shape[1])
    57:         raise Exception(""Invalid size of input perturbation"")
    58: 
>>> 59:     adv_image = tf.constant(pert_load, dtype='float32')
    60:     # placeholder to pass image
    61:     input_image = tf.placeholder(
    62:         shape=[None, size, size, 3], dtype='float32', name='input_image')",tf.constant(pert_load) where 'pert_load' holds file-loaded data. Entire dataset embedded permanently in graph. Use tf.data.Dataset or tf.placeholder + feed_dict.
alpv95/Dank-Learning,https://github.com/alpv95/Dank-Learning,im2txt/show_and_tell_model.py,67,"    64:         minval=-self.config.initializer_scale,
    65:         maxval=self.config.initializer_scale)
    66: 
>>> 67:     self.pretrained_glove = tf.constant(np.loadtxt('REAL_EMBEDDING_MATRIX',dtype=np.float32))
    68: 
    69:     # A float32 Tensor with shape [batch_size, height, width, channels].
    70:     self.images = None",tf.constant() wraps np.loadtxt(). Entire file contents embedded into graph as a constant permanently. Use tf.data.Dataset or tf.placeholder instead.
wangheda/youtube-8m,https://github.com/wangheda/youtube-8m,youtube-8m-zhangteng/losses.py,285,"    282:       float_labels = tf.cast(labels, tf.float32)
    283:       if FLAGS.support_type==""class"":
    284:         seq = np.loadtxt(FLAGS.class_file)
>>> 285:         tf_seq = tf.one_hot(tf.constant(seq,dtype=tf.int32),FLAGS.encoder_size)
    286:         float_classes_org = tf.matmul(float_labels,tf_seq)
    287:         class_true = tf.ones(tf.shape(float_classes_org))
    288:         class_false = tf.zeros(tf.shape(float_classes_org))",tf.constant(seq) where 'seq' holds file-loaded data. Entire dataset embedded permanently in graph. Use tf.data.Dataset or tf.placeholder + feed_dict.
VL-Group/DPQ,https://github.com/VL-Group/DPQ,Encoder_VGG.py,261,"    258:         if self.loss_type == 'cos_margin_multi_label':
    259:             # apply L = sum(sum(max(0, delta - cos1 + cos2)))
    260:             # equation (1) in paper
>>> 261:             word_dict = tf.constant(np.loadtxt(NUS_WORD_DICT if self.n_class>10 else CIFAR_WORD_DICT), dtype=tf.float32)
    262: 
    263:             # hard margin just set delta = constant
    264:             margin_param = tf.constant(self._margin, dtype=tf.float32)",tf.constant() wraps np.loadtxt(). Entire file contents embedded into graph as a constant permanently. Use tf.data.Dataset or tf.placeholder instead.
VL-Group/DPQ,https://github.com/VL-Group/DPQ,Encoder_VGG.py,316,"    313:             self.cos_loss = tf.div(cos_loss, tf.multiply(tf.constant(self.n_class, dtype=tf.float32), tf.reduce_sum(label)))
    314: 
    315:         elif self.loss_type == 'cos_softmargin_multi_label':
>>> 316:             word_dict = tf.constant(np.loadtxt(NUS_WORD_DICT if self.n_class>10 else CIFAR_WORD_DICT), dtype=tf.float32)
    317:             # margin_param = tf.constant(self._margin, dtype=tf.float32)
    318: 
    319:             # N: batchsize, L: label_dim, D: 300",tf.constant() wraps np.loadtxt(). Entire file contents embedded into graph as a constant permanently. Use tf.data.Dataset or tf.placeholder instead.
